<Source>11Node7e</Source>
<Destination>20Node3e</Destination>
<Roads>
Road0e; 20Node0e; 20Node1e; 115
Road227e; normal
Road228e; normal
Road229e; normal
Road230e; normal
Road231e; low
Road232e; normal
Road233e; low
Road234e; normal
Road235e; heavy
Road236e; low
Road237e; low
Road238e; normal
Road239e; normal
Road240e; normal
Road241e; normal
Road242e; low
Road243e; normal
Road244e; normal
Road245e; normal
Road246e; low
Road247e; normal
Road248e; low
Road249e; normal
Road250e; normal
Road251e; low
Road252e; normal
Road253e; heavy
Road254e; normal
Road255e; normal
Road256e; low
Road257e; low
Road258e; low
Road259e; normal
Road260e; normal
Road261e; normal
Road262e; low
Road263e; normal
Road264e; heavy
Road265e; normal
Road266e; low
Road267e; normal
Road268e; heavy
Road269e; heavy
Road270e; low
Road271e; normal
Road272e; normal
Road273e; normal
Road274e; low
Road275e; normal
Road276e; normal
Road277e; low
Road278e; normal
Road279e; normal
Road280e; heavy
Road281e; low
Road282e; normal
Road283e; normal
Road284e; normal
Road285e; normal
Road286e; heavy
Road287e; low
Road288e; low
Road289e; heavy
Road290e; normal
Road291e; normal
Road292e; normal
Road293e; normal
Road294e; low
Road295e; normal
Road296e; normal
Road297e; heavy
Road298e; normal
Road299e; normal
Road300e; heavy
Road301e; normal
Road302e; low
Road303e; heavy
Road304e; heavy
Road305e; low
Road306e; low
Road307e; normal
Road308e; normal
Road309e; normal
Road310e; low
Road311e; heavy
Road312e; heavy
Road313e; normal
Road314e; normal
Road315e; normal
Road316e; normal
Road317e; normal
Road318e; normal
Road319e; heavy
Road320e; low
Road321e; low
Road322e; normal
Road323e; heavy
Road324e; low
Road325e; normal
Road326e; low
Road327e; low
Road328e; low
Road329e; normal
Road330e; low
Road331e; normal
Road332e; normal
Road333e; heavy
Road334e; normal
Road335e; low
Road336e; normal
Road337e; normal
Road338e; normal
Road339e; normal
Road340e; normal
Road341e; heavy
Road342e; normal
Road343e; normal
Road344e; low
Road345e; normal
Road346e; low
Road347e; normal
Road348e; low
Road349e; low
Road350e; low
Road351e; normal
Road352e; normal
Road353e; heavy
Road354e; normal
Road355e; normal
Road356e; normal
Road357e; heavy
Road358e; low
Road359e; low
Road360e; heavy
Road361e; normal
Road362e; normal
Road363e; low
Road364e; normal
Road365e; low
Road366e; normal
</Day>
<Day>
Road0e; low
Road1e; normal
Road2e; heavy
Road3e; heavy
Road4e; normal
Road5e; normal
Road6e; heavy
Road7e; low
Road8e; low
Road9e; normal
Road10e; low
Road11e; normal
Road12e; normal
Road13e; low
Road14e; low
Road15e; normal
Road16e; heavy
Road17e; normal
Road18e; normal
Road19e; normal
Road20e; low
Road21e; normal
Road22e; heavy
Road23e; normal
Road24e; normal
Road25e; low
Road26e; normal
Road27e; normal
Road28e; normal
Road29e; heavy
Road30e; normal
Road31e; heavy
Road32e; normal
Road33e; low
Road34e; normal
Road35e; heavy
Road36e; low
Road37e; normal
Road38e; low
Road39e; normal
Road40e; low
Road41e; low
Road42e; low
Road43e; normal
Road44e; normal
Road45e; heavy
Road46e; heavy
Road47e; normal
Road48e; low
Road49e; low
Road50e; low
Road51e; low
Road52e; heavy
Road53e; heavy
Road54e; heavy
Road55e; normal
Road56e; low
Road57e; normal
Road58e; normal
Road59e; heavy
Road60e; low
Road61e; normal
Road62e; normal
Road63e; normal
Road64e; low
Road65e; low
Road66e; normal
Road67e; normal
Road68e; heavy
Road69e; normal
Road70e; normal
Road71e; normal
Road72e; low
Road73e; heavy
Road74e; normal
Road75e; normal
Road76e; low
Road77e; normal
Road78e; normal
Road79e; low
Road80e; low
Road81e; heavy
Road82e; normal
Road83e; heavy
Road84e; normal
Road85e; heavy
Road86e; normal
Road87e; normal
Road88e; normal
Road89e; heavy
Road90e; low
Road91e; low
Road92e; low
Road93e; normal
Road94e; normal
Road95e; normal
Road96e; normal
Road97e; heavy
Road98e; low
Road99e; normal
Road100e; normal
Road101e; normal
Road102e; normal
Road103e; heavy
Road104e; heavy
Road105e; low
Road106e; normal
Road107e; heavy
Road108e; normal
Road109e; normal
Road110e; normal
Road111e; low
Road112e; normal
Road113e; low
Road114e; normal
Road115e; low
Road116e; normal
Road117e; normal
Road118e; low
Road119e; heavy
Road120e; normal
Road121e; normal
Road122e; normal
Road123e; heavy
Road124e; heavy
Road125e; heavy
Road126e; heavy
Road127e; normal
Road128e; low
Road129e; low
Road130e; normal
Road131e; normal
Road132e; normal
Road133e; low
Road134e; heavy
Road135e; normal
Road136e; normal
Road137e; low
Road138e; low
Road139e; low
Road140e; normal
Road141e; normal
Road142e; normal
Road143e; low
Road144e; normal
Road145e; heavy
Road146e; low
Road147e; normal
Road148e; low
Road149e; normal
Road150e; normal
Road151e; low
Road152e; low
Road153e; normal
Road154e; heavy
Road155e; heavy
Road156e; low
Road157e; heavy
Road158e; heavy
Road159e; low
Road160e; heavy
Road161e; normal
Road162e; low
Road163e; low
Road164e; normal
Road165e; low
Road166e; normal
Road167e; normal
Road168e; normal
Road169e; normal
Road170e; low
Road171e; heavy
Road172e; normal
Road173e; low
Road174e; normal
Road175e; low
Road176e; low
Road177e; low
Road178e; heavy
Road179e; low
Road180e; normal
Road181e; low
Road182e; normal
Road183e; normal
Road184e; normal
Road185e; normal
Road186e; low
Road187e; heavy
Road188e; normal
Road189e; normal
Road190e; low
Road191e; normal
Road192e; normal
Road193e; low
Road194e; normal
Road195e; normal
Road196e; heavy
Road197e; low
Road198e; low
Road199e; normal
Road200e; low
Road201e; normal
Road202e; low
Road203e; heavy
Road204e; normal
Road205e; heavy
Road206e; heavy
Road207e; heavy
Road208e; normal
Road209e; normal
Road210e; low
Road211e; normal
Road212e; normal
Road213e; normal
Road214e; low
Road215e; normal
Road216e; normal
Road217e; low
Road218e; normal
Road219e; heavy
Road220e; low
Road221e; heavy
Road222e; normal
Road223e; low
Road224e; normal
Road225e; low
Road226e; low
Road227e; heavy
Road228e; normal
Road229e; low
Road230e; normal
Road231e; heavy
Road232e; low
Road233e; normal
Road234e; normal
Road235e; normal
Road236e; normal
Road237e; low
Road238e; low
Road239e; normal
Road240e; normal
Road241e; low
Road242e; low
Road243e; normal
Road244e; heavy
Road245e; normal
Road246e; heavy
Road247e; normal
Road248e; low
Road249e; normal
Road250e; normal
Road251e; low
Road252e; low
Road253e; normal
Road254e; heavy
Road255e; low
Road256e; low
Road257e; normal
Road258e; heavy
Road259e; normal
Road260e; heavy
Road261e; normal
Road262e; normal
Road263e; normal
Road264e; normal
Road265e; heavy
Road266e; normal
Road267e; normal
Road268e; low
Road269e; normal
Road270e; low
Road271e; normal
Road272e; normal
Road273e; low
Road274e; low
Road275e; normal
Road276e; low
Road277e; low
Road278e; low
Road279e; normal
Road280e; normal
Road281e; heavy
Road282e; normal
Road283e; low
Road284e; heavy
Road285e; heavy
Road286e; normal
Road287e; normal
Road288e; normal
Road289e; low
Road290e; heavy
Road291e; normal
Road292e; low
Road293e; normal
Road294e; normal
Road295e; low
Road296e; normal
Road297e; low
Road298e; normal
Road299e; normal
Road300e; low
Road301e; heavy
Road302e; heavy
Road303e; low
Road304e; normal
Road305e; normal
Road306e; low
Road307e; heavy
Road308e; normal
Road309e; normal
Road310e; normal
Road311e; low
Road312e; heavy
Road313e; normal
Road314e; normal
Road315e; heavy
Road316e; normal
Road317e; normal
Road318e; heavy
Road319e; heavy
Road320e; low
Road321e; normal
Road322e; heavy
Road323e; heavy
Road324e; normal
Road325e; heavy
Road326e; low
Road327e; normal
Road328e; normal
Road329e; low
Road330e; low
Road331e; low
Road332e; normal
Road333e; low
Road334e; normal
Road335e; low
Road336e; low
Road337e; heavy
Road338e; heavy
Road339e; normal
Road340e; low
Road341e; normal
Road342e; normal
Road343e; heavy
Road344e; heavy
Road345e; low
Road346e; normal
Road347e; low
Road348e; low
Road349e; low
Road350e; low
Road351e; normal
Road352e; heavy
Road353e; normal
Road354e; heavy
Road355e; normal
Road356e; normal
Road357e; heavy
Road358e; low
Road359e; low
Road360e; normal
Road361e; heavy
Road362e; normal
Road363e; normal
Road364e; low
Road365e; low
Road366e; normal
</Day>
<Day>
Road0e; low
Road1e; low
Road2e; normal
Road3e; normal
Road4e; normal
Road5e; low
Road6e; low
Road7e; heavy
Road8e; low
Road9e; normal
Road10e; normal
Road11e; low
Road12e; low
Road13e; heavy
Road14e; low
Road15e; low
Road16e; low
Road17e; normal
Road18e; low
Road19e; normal
Road20e; normal
Road21e; heavy
Road22e; normal
Road23e; heavy
Road24e; normal
Road25e; normal
Road26e; normal
Road27e; normal
Road28e; heavy
Road29e; normal
Road30e; low
Road31e; normal
Road32e; low
Road33e; normal
Road34e; normal
Road35e; low
Road36e; low
Road37e; normal
Road38e; low
Road39e; normal
Road40e; low
Road41e; low
Road42e; low
Road43e; normal
Road44e; normal
Road45e; low
Road46e; normal
Road47e; low
Road48e; normal
Road49e; low
Road50e; low
Road51e; heavy
Road52e; low
Road53e; low
Road54e; normal
Road55e; heavy
Road56e; heavy
Road57e; normal
Road58e; normal
Road59e; low
Road60e; heavy
Road61e; normal
Road62e; heavy
Road63e; normal
Road64e; heavy
Road65e; normal
Road66e; low
Road67e; normal
Road68e; normal
Road69e; low
Road70e; heavy
Road71e; heavy
Road72e; heavy
Road73e; heavy
Road74e; normal
Road75e; low
Road76e; normal
Road77e; normal
Road78e; normal
Road79e; normal
Road80e; normal
Road81e; normal
Road82e; heavy
Road83e; normal
Road84e; normal
Road85e; low
Road86e; normal
Road87e; normal
Road88e; heavy
Road89e; heavy
Road90e; normal
Road91e; normal
Road92e; heavy
Road93e; normal
Road94e; heavy
Road95e; normal
Road96e; heavy
Road97e; normal
Road98e; normal
Road99e; normal
Road100e; normal
Road101e; normal
Road102e; low
Road103e; heavy
Road104e; heavy
Road105e; normal
Road106e; low
Road107e; normal
Road108e; low
Road109e; heavy
Road110e; normal
Road111e; heavy
Road112e; heavy
Road113e; low
Road114e; heavy
Road115e; low
Road116e; heavy
Road117e; normal
Road118e; normal
Road119e; low
Road120e; low
Road121e; heavy
Road122e; normal
Road123e; low
Road124e; heavy
Road125e; heavy
Road126e; heavy
Road127e; heavy
Road128e; low
Road129e; low
Road130e; heavy
Road131e; normal
Road132e; normal
Road133e; normal
Road134e; low
Road135e; normal
Road136e; heavy
Road137e; normal
Road138e; low
Road139e; heavy
Road140e; normal
Road141e; normal
Road142e; normal
Road143e; low
Road144e; normal
Road145e; low
Road146e; low
Road147e; heavy
Road148e; low
Road149e; normal
Road150e; low
Road151e; low
Road152e; heavy
Road153e; low
Road154e; heavy
Road155e; low
Road156e; low
Road157e; low
Road158e; heavy
Road159e; low
Road160e; low
Road161e; heavy
Road162e; heavy
Road163e; normal
Road164e; low
Road165e; low
Road166e; low
Road167e; normal
Road168e; heavy
Road169e; normal
Road170e; normal
Road171e; low
Road172e; heavy
Road173e; low
Road174e; normal
Road175e; normal
Road176e; low
Road177e; low
Road178e; normal
Road179e; low
Road180e; normal
Road181e; normal
Road182e; heavy
Road183e; normal
Road184e; normal
Road185e; normal
Road186e; low
Road187e; low
Road188e; normal
Road189e; normal
Road190e; normal
Road191e; heavy
Road192e; normal
Road193e; heavy
Road194e; heavy
Road195e; low
Road196e; normal
Road197e; heavy
Road198e; normal
Road199e; normal
Road200e; low
Road201e; heavy
Road202e; low
Road203e; normal
Road204e; normal
Road205e; low
Road206e; heavy
Road207e; low
Road208e; normal
Road209e; normal
Road210e; normal
Road211e; low
Road212e; normal
Road213e; normal
Road214e; normal
Road215e; heavy
Road216e; low
Road217e; normal
Road218e; normal
Road219e; normal
Road220e; heavy
Road221e; normal
Road222e; heavy
Road223e; low
Road224e; low
Road225e; normal
Road226e; normal
Road227e; normal
Road228e; normal
Road229e; normal
Road230e; heavy
Road231e; heavy
Road232e; normal
Road233e; normal
Road234e; normal
Road235e; heavy
Road236e; normal
Road237e; normal
Road238e; heavy
Road239e; normal
Road240e; normal
Road241e; low
Road242e; low
Road243e; normal
Road244e; heavy
Road245e; low
Road246e; low
Road247e; normal
Road248e; low
Road249e; low
Road250e; normal
Road251e; low
Road252e; normal
Road253e; normal
Road254e; low
Road255e; low
Road256e; heavy
Road257e; heavy
Road258e; heavy
Road259e; heavy
Road260e; normal
Road261e; normal
Road262e; heavy
Road263e; heavy
Road264e; normal
Road265e; low
Road266e; heavy
Road267e; low
Road268e; normal
Road269e; low
Road270e; low
Road271e; normal
Road272e; normal
Road273e; low
Road274e; low
Road275e; heavy
Road276e; low
Road277e; normal
Road278e; low
Road279e; low
Road280e; normal
Road281e; low
Road282e; normal
Road283e; low
Road284e; low
Road285e; normal
Road286e; heavy
Road287e; normal
Road288e; normal
Road289e; heavy
Road290e; heavy
Road291e; normal
Road292e; heavy
Road293e; normal
Road294e; low
Road295e; normal
Road296e; low
Road297e; heavy
Road298e; heavy
Road299e; low
Road300e; normal
Road301e; heavy
Road302e; low
Road303e; normal
Road304e; low
Road305e; normal
Road306e; heavy
Road307e; low
Road308e; normal
Road309e; low
Road310e; normal
Road311e; heavy
Road312e; low
Road313e; normal
Road314e; normal
Road315e; heavy
Road316e; heavy
Road317e; normal
Road318e; heavy
Road319e; normal
Road320e; normal
Road321e; low
Road322e; low
Road323e; heavy
Road324e; low
Road325e; heavy
Road326e; low
Road327e; low
Road328e; normal
Road329e; normal
Road330e; heavy
Road331e; low
Road332e; normal
Road333e; low
Road334e; normal
Road335e; normal
Road336e; heavy
Road337e; heavy
Road338e; low
Road339e; normal
Road340e; heavy
Road341e; normal
Road342e; normal
Road343e; normal
Road344e; low
Road345e; normal
Road346e; normal
Road347e; normal
Road348e; low
Road349e; normal
Road350e; normal
Road351e; normal
Road352e; low
Road353e; normal
Road354e; heavy
Road355e; normal
Road356e; normal
Road357e; normal
Road358e; low
Road359e; normal
Road360e; normal
Road361e; normal
Road362e; normal
Road363e; normal
Road364e; normal
Road365e; heavy
Road366e; low
</Day>
<Day>
Road0e; normal
Road1e; low
Road2e; heavy
Road3e; heavy
Road4e; normal
Road5e; heavy
Road6e; low
Road7e; normal
Road8e; low
Road9e; normal
Road10e; normal
Road11e; normal
Road12e; normal
Road13e; normal
Road14e; heavy
Road15e; low
Road16e; normal
Road17e; normal
Road18e; normal
Road19e; normal
Road20e; low
Road21e; normal
Road22e; heavy
Road23e; normal
Road24e; normal
Road25e; normal
Road26e; normal
Road27e; heavy
Road28e; low
Road29e; normal
Road30e; normal
Road31e; normal
Road32e; normal
Road33e; heavy
Road34e; normal
Road35e; heavy
Road36e; low
Road37e; normal
Road38e; low
Road39e; low
Road40e; low
Road41e; low
Road42e; heavy
Road43e; low
Road44e; heavy
Road45e; normal
Road46e; low
Road47e; normal
Road48e; normal
Road49e; low
Road50e; normal
Road51e; low
Road52e; heavy
Road53e; normal
Road54e; normal
Road55e; normal
Road56e; heavy
Road57e; normal
Road58e; heavy
Road59e; normal
Road60e; low
Road61e; normal
Road62e; normal
Road63e; normal
Road64e; normal
Road65e; heavy
Road66e; normal
Road67e; normal
Road68e; heavy
Road69e; heavy
Road70e; heavy
Road71e; heavy
Road72e; heavy
Road73e; normal
Road74e; normal
Road75e; low
Road76e; heavy
Road77e; normal
Road78e; normal
Road79e; low
Road80e; normal
Road81e; normal
Road82e; heavy
Road83e; low
Road84e; normal
Road85e; low
Road86e; low
Road87e; normal
Road88e; low
Road89e; low
Road90e; heavy
Road91e; normal
Road92e; heavy
Road93e; normal
Road94e; normal
Road95e; normal
Road96e; low
Road97e; normal
Road98e; normal
Road99e; normal
Road100e; normal
Road101e; low
Road102e; normal
Road103e; heavy
Road104e; normal
Road105e; normal
Road106e; heavy
Road107e; normal
Road108e; normal
Road109e; low
Road110e; normal
Road111e; heavy
Road112e; low
Road113e; normal
Road114e; normal
Road115e; low
Road116e; normal
Road117e; normal
Road118e; normal
Road119e; heavy
Road120e; normal
Road121e; normal
Road122e; low
Road123e; normal
Road124e; low
Road125e; low
Road126e; heavy
Road127e; normal
Road128e; low
Road129e; heavy
Road130e; heavy
Road131e; normal
Road132e; heavy
Road133e; normal
Road134e; heavy
Road135e; low
Road136e; heavy
Road137e; normal
Road138e; normal
Road139e; heavy
Road140e; low
Road141e; heavy
Road142e; normal
Road143e; normal
Road144e; normal
Road145e; normal
Road146e; normal
Road147e; normal
Road148e; low
Road149e; normal
Road150e; low
Road151e; low
Road152e; normal
Road153e; normal
Road154e; heavy
Road155e; normal
Road156e; low
Road157e; low
Road158e; heavy
Road159e; low
Road160e; heavy
Road161e; heavy
Road162e; heavy
Road163e; normal
Road164e; low
Road165e; normal
Road166e; low
Road167e; normal
Road168e; heavy
Road169e; normal
Road170e; normal
Road171e; low
Road172e; normal
Road173e; normal
Road174e; heavy
Road175e; normal
Road176e; normal
Road177e; low
Road178e; low
Road179e; normal
Road180e; normal
Road181e; heavy
Road182e; heavy
Road183e; normal
Road184e; normal
Road185e; heavy
Road186e; low
Road187e; normal
Road188e; normal
Road189e; normal
Road190e; heavy
Road191e; low
Road192e; normal
Road193e; low
Road194e; heavy
Road195e; normal
Road196e; heavy
Road197e; low
Road198e; normal
Road199e; normal
Road200e; normal
Road201e; heavy
Road202e; normal
Road203e; normal
Road204e; normal
Road205e; low
Road206e; heavy
Road207e; low
Road208e; normal
Road209e; normal
Road210e; normal
Road211e; low
Road212e; normal
Road213e; normal
Road214e; heavy
Road215e; normal
Road216e; heavy
Road217e; normal
Road218e; normal
Road219e; heavy
Road220e; low
Road221e; heavy
Road222e; low
Road223e; normal
Road224e; low
Road225e; normal
Road226e; normal
Road227e; normal
Road228e; normal
Road229e; normal
Road230e; normal
Road231e; normal
Road232e; low
Road233e; low
Road234e; normal
Road235e; low
Road236e; normal
Road237e; normal
Road238e; heavy
Road239e; normal
Road240e; normal
Road241e; normal
Road242e; normal
Road243e; low
Road244e; heavy
Road245e; low
Road246e; low
Road247e; normal
Road248e; heavy
Road249e; low
Road250e; normal
Road251e; low
Road252e; low
Road253e; heavy
Road254e; heavy
Road255e; heavy
Road256e; heavy
Road257e; heavy
Road258e; normal
Road259e; normal
Road260e; low
Road261e; normal
Road262e; normal
Road263e; heavy
Road264e; normal
Road265e; normal
Road266e; normal
Road267e; normal
Road268e; heavy
Road269e; low
Road270e; low
Road271e; normal
Road272e; normal
Road273e; low
Road274e; low
Road275e; low
Road276e; normal
Road277e; normal
Road278e; low
Road279e; low
Road280e; normal
Road281e; heavy
Road282e; normal
Road283e; normal
Road284e; low
Road285e; normal
Road286e; heavy
Road287e; normal
Road288e; normal
Road289e; heavy
Road290e; normal
Road291e; heavy
Road292e; low
Road293e; low
Road294e; heavy
Road295e; heavy
Road296e; normal
Road297e; low
Road298e; heavy
Road299e; low
Road300e; normal
Road301e; normal
Road302e; heavy
Road303e; heavy
Road304e; heavy
Road305e; heavy
Road306e; normal
Road307e; low
Road308e; normal
Road309e; normal
Road310e; normal
Road311e; normal
Road312e; normal
Road313e; normal
Road314e; normal
Road315e; heavy
Road316e; normal
Road317e; normal
Road318e; low
Road319e; normal
Road320e; normal
Road321e; normal
Road322e; normal
Road323e; normal
Road324e; heavy
Road325e; heavy
Road326e; normal
Road327e; heavy
Road328e; low
Road329e; low
Road330e; normal
Road331e; heavy
Road332e; normal
Road333e; heavy
Road334e; normal
Road335e; heavy
Road336e; low
Road337e; low
Road338e; heavy
Road339e; low
Road340e; normal
Road341e; low
Road342e; normal
Road343e; normal
Road344e; normal
Road345e; normal
Road346e; heavy
Road347e; low
Road348e; normal
Road349e; heavy
Road350e; normal
Road351e; heavy
Road352e; normal
Road353e; low
Road354e; normal
Road355e; normal
Road356e; normal
Road357e; heavy
Road358e; normal
Road359e; low
Road360e; heavy
Road361e; heavy
Road362e; normal
Road363e; heavy
Road364e; normal
Road365e; low
Road366e; normal
</Day>
<Day>
Road0e; low
Road1e; low
Road2e; heavy
Road3e; normal
Road4e; normal
Road5e; heavy
Road6e; normal
Road7e; low
Road8e; heavy
Road9e; normal
Road10e; low
Road11e; normal
Road12e; low
Road13e; low
Road14e; normal
Road15e; normal
Road16e; heavy
Road17e; normal
Road18e; low
Road19e; normal
Road20e; normal
Road21e; heavy
Road22e; low
Road23e; low
Road24e; normal
Road25e; low
Road26e; normal
Road27e; normal
Road28e; heavy
Road29e; normal
Road30e; normal
Road31e; low
Road32e; heavy
Road33e; normal
Road34e; low
Road35e; heavy
Road36e; normal
Road37e; normal
Road38e; normal
Road39e; normal
Road40e; heavy
Road41e; normal
Road42e; heavy
Road43e; low
Road44e; normal
Road45e; normal
Road46e; heavy
Road47e; heavy
Road48e; low
Road49e; heavy
Road50e; low
Road51e; heavy
Road52e; normal
Road53e; normal
Road54e; normal
Road55e; normal
Road56e; heavy
Road57e; heavy
Road58e; low
Road59e; normal
Road60e; normal
Road61e; low
Road62e; normal
Road63e; normal
Road64e; low
Road65e; heavy
Road66e; low
Road67e; heavy
Road68e; heavy
Road69e; low
Road70e; normal
Road71e; heavy
Road72e; normal
Road73e; normal
Road74e; normal
Road75e; normal
Road76e; normal
Road77e; normal
Road78e; normal
Road79e; normal
Road80e; normal
Road81e; heavy
Road82e; heavy
Road83e; heavy
Road84e; normal
Road85e; low
Road86e; low
Road87e; normal
Road88e; heavy
Road89e; low
Road90e; heavy
Road91e; normal
Road92e; normal
Road93e; normal
Road94e; normal
Road95e; heavy
Road96e; heavy
Road97e; heavy
Road98e; low
Road99e; heavy
Road100e; heavy
Road101e; low
Road102e; low
Road103e; heavy
Road104e; heavy
Road105e; normal
Road106e; low
Road107e; normal
Road108e; normal
Road109e; normal
Road110e; normal
Road111e; normal
Road112e; normal
Road113e; low
Road114e; normal
Road115e; low
Road116e; normal
Road117e; normal
Road118e; normal
Road119e; normal
Road120e; low
Road121e; heavy
Road122e; normal
Road123e; low
Road124e; normal
Road125e; normal
Road126e; heavy
Road127e; low
Road128e; low
Road129e; normal
Road130e; normal
Road131e; normal
Road132e; normal
Road133e; heavy
Road134e; low
Road135e; normal
Road136e; heavy
Road137e; heavy
Road138e; low
Road139e; normal
Road140e; normal
Road141e; normal
Road142e; normal
Road143e; normal
Road144e; normal
Road145e; low
Road146e; low
Road147e; low
Road148e; low
Road149e; normal
Road150e; heavy
Road151e; normal
Road152e; normal
Road153e; heavy
Road154e; heavy
Road155e; heavy
Road156e; low
Road157e; normal
Road158e; low
Road159e; low
Road160e; normal
Road161e; normal
Road162e; low
Road163e; heavy
Road164e; heavy
Road165e; low
Road166e; heavy
Road167e; heavy
Road168e; normal
Road169e; normal
Road170e; normal
Road171e; heavy
Road172e; normal
Road173e; normal
Road174e; heavy
Road175e; normal
Road176e; normal
Road177e; heavy
Road178e; heavy
Road179e; normal
Road180e; normal
Road181e; heavy
Road182e; normal
Road183e; normal
Road184e; normal
Road185e; normal
Road186e; normal
Road187e; low
Road188e; low
Road189e; low
Road190e; heavy
Road191e; low
Road192e; normal
Road193e; low
Road194e; low
Road195e; normal
Road196e; low
Road197e; heavy
Road198e; low
Road199e; normal
Road200e; low
Road201e; low
Road202e; low
Road203e; heavy
Road204e; normal
Road205e; normal
Road206e; low
Road207e; low
Road208e; normal
Road209e; normal
Road210e; normal
Road211e; heavy
Road212e; normal
Road213e; low
Road214e; normal
Road215e; normal
Road216e; heavy
Road217e; normal
Road218e; normal
Road219e; low
Road220e; heavy
Road221e; normal
Road222e; normal
Road223e; low
Road224e; low
Road225e; low
Road226e; low
Road227e; low
Road228e; normal
Road229e; normal
Road230e; normal
Road231e; normal
Road232e; low
Road233e; low
Road234e; normal
Road235e; heavy
Road236e; heavy
Road237e; heavy
Road238e; low
Road239e; normal
Road240e; normal
Road241e; low
Road242e; low
Road243e; heavy
Road244e; low
Road245e; low
Road246e; low
Road247e; normal
Road248e; low
Road249e; low
Road250e; low
Road251e; low
Road252e; heavy
Road253e; normal
Road254e; normal
Road255e; normal
Road256e; low
Road257e; heavy
Road258e; heavy
Road259e; normal
Road260e; normal
Road261e; normal
Road262e; normal
Road263e; normal
Road264e; normal
Road265e; heavy
Road266e; low
Road267e; normal
Road268e; heavy
Road269e; normal
Road270e; heavy
Road271e; normal
Road272e; normal
Road273e; normal
Road274e; low
Road275e; normal
Road276e; normal
Road277e; normal
Road278e; low
Road279e; low
Road280e; normal
Road281e; normal
Road282e; normal
Road283e; low
Road284e; low
Road285e; heavy
Road286e; low
Road287e; low
Road288e; normal
Road289e; low
Road290e; heavy
Road291e; normal
Road292e; normal
Road293e; normal
Road294e; low
Road295e; normal
Road296e; normal
Road297e; low
Road298e; low
Road299e; low
Road300e; low
Road301e; heavy
Road302e; low
Road303e; normal
Road304e; normal
Road305e; heavy
Road306e; heavy
Road307e; normal
Road308e; low
Road309e; normal
Road310e; heavy
Road311e; normal
Road312e; low
Road313e; low
Road314e; normal
Road315e; heavy
Road316e; low
Road317e; normal
Road318e; heavy
Road319e; low
Road320e; low
Road321e; low
Road322e; heavy
Road323e; heavy
Road324e; low
Road325e; normal
Road326e; heavy
Road327e; normal
Road328e; normal
Road329e; low
Road330e; normal
Road331e; heavy
Road332e; normal
Road333e; normal
Road334e; normal
Road335e; normal
Road336e; heavy
Road337e; heavy
Road338e; low
Road339e; normal
Road340e; low
Road341e; normal
Road342e; normal
Road343e; normal
Road344e; normal
Road345e; heavy
Road346e; heavy
Road347e; low
Road348e; heavy
Road349e; heavy
Road350e; low
Road351e; normal
Road352e; normal
Road353e; heavy
Road354e; normal
Road355e; normal
Road356e; normal
Road357e; normal
Road358e; low
Road359e; low
Road360e; heavy
Road361e; heavy
Road362e; normal
Road363e; low
Road364e; normal
Road365e; low
Road366e; normal
</Day>
<Day>
Road0e; normal
Road1e; low
Road2e; low
Road3e; low
Road4e; normal
Road5e; low
Road6e; heavy
Road7e; normal
Road8e; normal
Road9e; normal
Road10e; normal
Road11e; heavy
Road12e; normal
Road13e; low
Road14e; heavy
Road15e; low
Road16e; heavy
Road17e; normal
Road18e; heavy
Road19e; normal
Road20e; low
Road21e; low
Road22e; low
Road23e; low
Road24e; normal
Road25e; low
Road26e; normal
Road27e; low
Road28e; heavy
Road29e; normal
Road30e; normal
Road31e; normal
Road32e; heavy
Road33e; normal
Road34e; low
Road35e; low
Road36e; low
Road37e; normal
Road38e; normal
Road39e; low
Road40e; low
Road41e; low
Road42e; heavy
Road43e; normal
Road44e; normal
Road45e; heavy
Road46e; heavy
Road47e; heavy
Road48e; normal
Road49e; low
Road50e; low
Road51e; low
Road52e; normal
Road53e; normal
Road54e; normal
Road55e; normal
Road56e; normal
Road57e; low
Road58e; normal
Road59e; normal
Road60e; normal
Road61e; heavy
Road62e; normal
Road63e; normal
Road64e; normal
Road65e; normal
Road66e; heavy
Road67e; heavy
Road68e; normal
Road69e; heavy
Road70e; normal
Road71e; low
Road72e; normal
Road73e; normal
Road74e; normal
Road75e; heavy
Road76e; heavy
Road77e; normal
Road78e; low
Road79e; normal
Road80e; normal
Road81e; heavy
Road82e; heavy
Road83e; heavy
Road84e; normal
Road85e; low
Road86e; low
Road87e; heavy
Road88e; normal
Road89e; low
Road90e; normal
Road91e; normal
Road92e; low
Road93e; low
Road94e; normal
Road95e; normal
Road96e; low
Road97e; normal
Road98e; low
Road99e; low
Road100e; low
Road101e; normal
Road102e; normal
Road103e; heavy
Road104e; heavy
Road105e; normal
Road106e; normal
Road107e; heavy
Road108e; heavy
Road109e; normal
Road110e; normal
Road111e; heavy
Road112e; low
Road113e; heavy
Road114e; normal
Road115e; normal
Road116e; heavy
Road117e; normal
Road118e; normal
Road119e; heavy
Road120e; normal
Road121e; normal
Road122e; low
Road123e; heavy
Road124e; normal
Road125e; low
Road126e; normal
Road127e; heavy
Road128e; low
Road129e; low
Road130e; normal
Road131e; normal
Road132e; heavy
Road133e; low
Road134e; normal
Road135e; low
Road136e; low
Road137e; normal
Road138e; low
Road139e; normal
Road140e; normal
Road141e; normal
Road142e; normal
